Name,Age,Occupation,Salary,Car Model,Home State,Location,Children
Mattie,22,Teacher,40682,SILVERADO T1CCH HD CREW,New-Mexico,"(25.7617, -80.1918)",7
Charlie,44,Teacher,240052,SIERRA T1CGF LD CREW,Massachusetts,"(33.4484, -112.0740)",1
Eva,48,Data-Engineer,125371,XT5 C1UL,Massachusetts,"(42.3601, -71.0589)",8
Grace,29,Teacher,182551,SILVERADO 4500/5500,Texas,"(34.0522, -118.2437)",7
Mattie,32,Data-Engineer,29302,PICKUP-E BEV BT1FG,Massachusetts,"(42.3601, -71.0589)",0
Frank,55,Nurse,302652,SILVERADO T1CCF LD CREW,New-York,"(40.7128, -74.0060)",9
Jack,40,Artist,170238,XT6 C1TL,New-York,"(39.7392, -104.9903)",6
Levi,43,Driver,447842,CAMARO A1BC COUPE,Illinois,"(25.7617, -80.1918)",3
Bailie,51,Teacher,259040,XT5 C1UL,Maine,"(47.6062, -122.3321)",2
Levi,40,Nurse,339263,EQUINOX EV C223,New-York,"(47.6062, -122.3321)",3
Helen,28,Lawyer,273759,CAMARO A1BC COUPE,Oregon,"(47.6062, -122.3321)",0
Charlie,59,Lawyer,33058,CT4 A2SL,Michigan,"(40.7128, -74.0060)",8
Mattie,56,Doctor,388391,SIERRA T1CGF LD CREW,New-York,"(37.7749, -122.4194)",2
Eva,31,Lieutenant,155406,LYRIQ L233,New-Hampshire,"(34.0522, -118.2437)",3
Grace,48,Accountant,324205,ENCLAVE C1YB,New-Hampshire,"(39.7392, -104.9903)",6
Max,46,Mechanic,201052,SIERRA T1RGH HD REG,Indiana,"(47.6062, -122.3321)",8
Charlie,34,Driver,237323,LYRIQ L233,Hawaii,"(41.8781, -87.6298)",1
Frank,41,Engineer,80169,XT5 C1UL,Maine,"(25.7617, -80.1918)",7
Mattie,32,Nurse,126930,SIERRA T1RGH HD REG,Massachusetts,"(29.7604, -95.3698)",4
Levi,59,Data-Scientist,79893,CORVETTE Y200,Massachusetts,"(29.7604, -95.3698)",8
Charlie,32,Doctor,420904,LCF 6500XD I-700N,Illinois,"(37.7749, -122.4194)",5
Max,42,Designer,378970,PICKUP-E BEV BT1FG,Oregon,"(42.3601, -71.0589)",1
Bob,45,Lieutenant,406618,ENCORE GX 9BUB,Texas,"(47.6062, -122.3321)",7
David,43,Driver,83584,TRAX-K G1UC,Michigan,"(40.7128, -74.0060)",3
David,22,Chef,410876,CORVETTE Y200,Michigan,"(39.7392, -104.9903)",2
Eva,56,Software-Developer,130210,AV A110,Wyoming,"(41.8781, -87.6298)",6
Ivy,29,Driver,65901,ESCALADE T1ULF,Hawaii,"(39.7392, -104.9903)",5
Grace,57,Mechanic,323092,EXPRESS VAN 610,New-Jersey,"(41.8781, -87.6298)",5
Frank,21,Engineer,176139,SPARK M2JC,Wyoming,"(34.0522, -118.2437)",3
Jack,23,Driver,439517,PICKUP-E BEV BT1FG,Montana,"(47.6062, -122.3321)",4
Alice,52,Mechanic,432943,BLAZER EV C234,Washington,"(47.6062, -122.3321)",9
Levi,32,Software-Developer,43715,SIERRA T1RGH HD REG,Massachusetts,"(34.0522, -118.2437)",5
Charlie,34,Accountant,275024,BOLT EUV C121,New-Hampshire,"(40.7128, -74.0060)",7
Alice,33,Engineer,75446,CELESTIQ L246,Oregon,"(39.7392, -104.9903)",0
Levi,47,Doctor,58702,CORVETTE Y200,Massachusetts,"(25.7617, -80.1918)",6
Eva,55,Teacher,132292,ENVISTA 9BQB1,New-Jersey,"(33.4484, -112.0740)",2
Mattie,38,Engineer,346327,CELESTIQ L246,Michigan,"(42.3601, -71.0589)",2
Bob,58,Lieutenant,46904,EQUINOX D2UC,Alaska,"(47.6062, -122.3321)",2
Eva,48,Teacher,53460,BOLT C110,Washington,"(33.4484, -112.0740)",5
Mattie,20,Nurse,346529,EQUINOX D2UC,New-York,"(33.4484, -112.0740)",7
Helen,42,Artist,435027,SIERRA T1CGF LD CREW,Maine,"(29.7604, -95.3698)",0
Jack,45,Police-Officer,80375,TRAX 9BQC1,Arizona,"(29.7604, -95.3698)",2
Eva,58,Doctor,337670,XT4 E2UL,Maine,"(37.7749, -122.4194)",2
Charlie,51,Engineer,172949,XT5 C1UL,Oregon,"(29.7604, -95.3698)",9
Grace,21,Driver,219476,CT5 A2LL,Oregon,"(34.0522, -118.2437)",4
Helen,32,Artist,383666,BOLT EUV C121,New-York,"(25.7617, -80.1918)",2
Max,42,Police-Officer,45070,COLORADO 31CC2,New-Hampshire,"(47.6062, -122.3321)",5
Bob,55,Accountant,432080,CELESTIQ L246,Illinois,"(37.7749, -122.4194)",0
Frank,57,Engineer,212059,BLAZER EV C234,Indiana,"(42.3601, -71.0589)",7
Grace,22,Chef,403211,CAMARO A1AC CONV,Massachusetts,"(37.7749, -122.4194)",9
Ivy,48,Software-Developer,246731,COLORADO 31XCN,Wyoming,"(34.0522, -118.2437)",9
Levi,54,Mechanic,238077,BOLT C110,New-Hampshire,"(42.3601, -71.0589)",7
Bailie,33,Data-Engineer,400366,YUKON XL T1YGF,Montana,"(37.7749, -122.4194)",1
David,44,Nurse,394958,CT5 A2LL,Alaska,"(33.4484, -112.0740)",0
Charlie,48,Doctor,349405,SIERRA T1CGH HD CREW,New-York,"(34.0522, -118.2437)",9
Levi,43,Data-Scientist,227527,CANYON 31XGN,Michigan,"(47.6062, -122.3321)",4
Bob,31,Teacher,66082,SILVERADO T1CCH HD CREW,Massachusetts,"(33.4484, -112.0740)",8
Helen,34,Police-Officer,50847,CAMARO A1AC CONV,Alaska,"(29.7604, -95.3698)",1
Eva,40,Diesil-Mechanic,322284,TRAVERSE C1YC2,Indiana,"(41.8781, -87.6298)",6
Frank,53,Police-Officer,279324,TRAVERSE C1YC2,Texas,"(47.6062, -122.3321)",1
Eva,51,Driver,50519,CAMARO A1BC COUPE,New-Mexico,"(41.8781, -87.6298)",9
Frank,30,Nurse,245512,ESCALADE T1ULF,New-Hampshire,"(33.4484, -112.0740)",9
Max,35,Chef,56550,YUKON T1UGF,New-York,"(34.0522, -118.2437)",6
Max,36,Nurse,108246,TRAVERSE C1YC2,New-Jersey,"(37.7749, -122.4194)",0
Helen,36,Driver,207927,PICKUP-E BEV BT1FG,Indiana,"(33.4484, -112.0740)",3
Ivy,44,Designer,42366,CELESTIQ L246,New-Jersey,"(41.8781, -87.6298)",2
Levi,38,Nurse,226586,PICKUP-E BEV BT1FG,Illinois,"(25.7617, -80.1918)",1
Eva,44,Police-Officer,404929,PICKUP-E BEV BT1FG,Massachusetts,"(37.7749, -122.4194)",5
David,22,Doctor,434401,ENCORE G1UB,Illinois,"(39.7392, -104.9903)",0
Levi,31,Police-Officer,45792,AV A110,New-Jersey,"(47.6062, -122.3321)",9
Ivy,26,Teacher,85986,BOLT C110,Illinois,"(41.8781, -87.6298)",8
Grace,23,Artist,81268,SAVANA VAN 610,Michigan,"(34.0522, -118.2437)",1
Bob,54,Software-Developer,182572,SILVERADO T1RCF LD REG,New-Mexico,"(42.3601, -71.0589)",8
Levi,25,Artist,48119,CT5 A2LL,New-York,"(33.4484, -112.0740)",7
Grace,34,Engineer,47644,SILVERADO 4500/5500,Wyoming,"(47.6062, -122.3321)",0
Frank,57,Lieutenant,331246,LYRIQ L233,Texas,"(34.0522, -118.2437)",1
David,34,Data-Scientist,286641,SILVERADO T1CCF LD CREW,New-Hampshire,"(39.7392, -104.9903)",2
Garrett,38,Lawyer,343333,AV A110,Oregon,"(37.7749, -122.4194)",0
Grace,24,Lieutenant,243981,CELESTIQ L246,Wyoming,"(29.7604, -95.3698)",6
Ivy,57,Lawyer,157546,BLAZER EV C234,New-York,"(41.8781, -87.6298)",5
Frank,44,Designer,81271,SIERRA T1EGF LD DBL,New-Hampshire,"(40.7128, -74.0060)",6
Levi,48,Driver,266143,CANYON 31CG2,New-Jersey,"(37.7749, -122.4194)",8
Max,29,Diesil-Mechanic,147168,TRAX 9BQC1,Massachusetts,"(39.7392, -104.9903)",9
Eva,23,Doctor,291877,LCF 6500XD I-700N,Arizona,"(34.0522, -118.2437)",3
Ivy,34,Nurse,56792,LCF 6500XD I-700N,New-Mexico,"(37.7749, -122.4194)",2
Helen,44,Driver,253795,CORVETTE Y200,Hawaii,"(47.6062, -122.3321)",5
Grace,22,Police-Officer,416063,SIERRA T1EGF LD DBL,Montana,"(37.7749, -122.4194)",8
Eva,23,Engineer,441472,ENCORE G1UB,Washington,"(25.7617, -80.1918)",1
Bob,26,Driver,379342,SIERRA T1RGF LD REG,Alaska,"(37.7749, -122.4194)",3
Levi,33,Data-Scientist,220934,BOLT EUV C121,Illinois,"(37.7749, -122.4194)",4
Grace,44,Software-Developer,105072,CELESTIQ L246,Montana,"(40.7128, -74.0060)",2
Frank,26,Nurse,49804,ENVISTA 9BQB1,Illinois,"(41.8781, -87.6298)",9
Garrett,38,Data-Scientist,438088,EQUINOX EV C223,New-Mexico,"(40.7128, -74.0060)",0
Grace,49,Mechanic,269775,TRAILBLAZER 9BYC,Indiana,"(29.7604, -95.3698)",0
Eva,59,Data-Engineer,125152,SIERRA T1EGF LD DBL,Washington,"(34.0522, -118.2437)",3
Jack,33,Lieutenant,349823,YUKON XL T1YGF,New-Hampshire,"(41.8781, -87.6298)",2
Jack,35,Mechanic,370287,TERRAIN D2UG,Arizona,"(39.7392, -104.9903)",8
Mattie,34,Software-Developer,409882,BOLT C110,New-York,"(25.7617, -80.1918)",5
Bob,31,Lieutenant,375332,EXPRESS VAN 610,New-Hampshire,"(29.7604, -95.3698)",4
Ivy,52,Diesil-Mechanic,414481,ESCALADE ESV T1YLF,Alaska,"(42.3601, -71.0589)",0
Alice,38,Artist,327241,BOLT EUV C121,Texas,"(33.4484, -112.0740)",3
David,20,Artist,320223,YUKON XL T1YGF,Illinois,"(33.4484, -112.0740)",1
Alice,55,Lieutenant,93739,LCF GAS-US I-700N,Michigan,"(34.0522, -118.2437)",4
Levi,29,Driver,248803,MALIBU E2SC,Arizona,"(33.4484, -112.0740)",0
Garrett,21,Nurse,114882,BOLT C110,Hawaii,"(40.7128, -74.0060)",5
Levi,58,Nurse,153724,SIERRA T1RGH HD REG,Michigan,"(41.8781, -87.6298)",4
Helen,31,Lieutenant,73537,SIERRA T1RGH HD REG,New-Mexico,"(34.0522, -118.2437)",8
Eva,23,Diesil-Mechanic,322812,TERRAIN D2UG,Montana,"(41.8781, -87.6298)",1
Max,43,Lawyer,56139,SILVERADO EV BT1CC,Indiana,"(42.3601, -71.0589)",4
Alice,54,Engineer,68737,SILVERADO T1ECH HD DBL,Illinois,"(33.4484, -112.0740)",1
Grace,51,Police-Officer,159241,EQUINOX D2UC,New-Mexico,"(41.8781, -87.6298)",5
Grace,20,Lawyer,187710,SPARK M2JC,Washington,"(33.4484, -112.0740)",5
Bob,57,Driver,246677,EQUINOX D2UC,Texas,"(47.6062, -122.3321)",6
Grace,23,Designer,56818,SIERRA T1RGF LD REG,Oregon,"(40.7128, -74.0060)",5
David,49,Doctor,56084,XT4 E2UL,Maine,"(37.7749, -122.4194)",8
Bob,33,Software-Developer,67543,SIERRA T1RGF LD REG,Texas,"(40.7128, -74.0060)",0
Ivy,60,Software-Developer,140821,ENCLAVE C1YB,Washington,"(37.7749, -122.4194)",5
Max,48,Police-Officer,418435,YUKON XL T1YGF,Arizona,"(25.7617, -80.1918)",6
Helen,52,Mechanic,342783,BOLT C110,Texas,"(40.7128, -74.0060)",9
Charlie,49,Police-Officer,233973,TRAILBLAZER 9BYC,Montana,"(41.8781, -87.6298)",1
Max,60,Diesil-Mechanic,446949,PICKUP-E BEV BT1FG,Illinois,"(34.0522, -118.2437)",5
Jack,42,Lieutenant,264682,COLORADO 31XCN,Michigan,"(34.0522, -118.2437)",7
Grace,27,Teacher,178977,ENVISION E2UB,Wyoming,"(41.8781, -87.6298)",3
Mattie,40,Accountant,314295,BLAZER C1UC,Oregon,"(29.7604, -95.3698)",8
Helen,38,Software-Developer,45548,MALIBU E2SC,Alaska,"(39.7392, -104.9903)",3
Frank,42,Software-Developer,137520,SIERRA T1CGH HD CREW,New-Mexico,"(37.7749, -122.4194)",7
Ivy,40,Artist,274030,TRAX 9BQC1,Washington,"(41.8781, -87.6298)",4
Grace,26,Lieutenant,341307,ENCORE GX 9BUB,Indiana,"(34.0522, -118.2437)",9
Max,34,Lawyer,268080,CAMARO A1AC CONV,New-Mexico,"(29.7604, -95.3698)",9
Charlie,53,Lieutenant,130884,SPARK M2JC,Arizona,"(47.6062, -122.3321)",8
Ivy,43,Engineer,186912,SIERRA T1EGH HD DBL,Illinois,"(40.7128, -74.0060)",6
Jack,56,Software-Developer,371620,CANYON 31XGN,New-York,"(37.7749, -122.4194)",8
Ivy,53,Teacher,278870,SIERRA T1EGF LD DBL,Montana,"(39.7392, -104.9903)",5
Alice,40,Teacher,301202,COLORADO 31CC2,Arizona,"(41.8781, -87.6298)",2
Mattie,23,Nurse,422942,MALIBU E2SC,New-York,"(34.0522, -118.2437)",6
Alice,53,Lieutenant,54961,BOLT EUV C121,Oregon,"(47.6062, -122.3321)",8
Mattie,37,Police-Officer,210889,SILVERADO T1ECF LD DBL,Alaska,"(25.7617, -80.1918)",9
Grace,39,Driver,190602,PICKUP-E BEV BT1FG,New-Mexico,"(39.7392, -104.9903)",3
Frank,34,Artist,361805,SILVERADO 4500/5500,Indiana,"(37.7749, -122.4194)",9
Grace,50,Artist,186957,CT5 A2LL,Oregon,"(47.6062, -122.3321)",7
David,23,Lawyer,292060,SILVERADO T1CCF LD CREW,New-Mexico,"(47.6062, -122.3321)",9
Eva,46,Data-Scientist,249684,ESCALADE ESV T1YLF,New-Mexico,"(25.7617, -80.1918)",8
Garrett,37,Data-Scientist,431839,BOLT EUV C121,Oregon,"(25.7617, -80.1918)",4
Bailie,42,Data-Engineer,325820,XT4 E2UL,Indiana,"(41.8781, -87.6298)",9
Jack,27,Teacher,217494,TAHOE T1UCF,Texas,"(40.7128, -74.0060)",4
Mattie,56,Data-Scientist,238609,MALIBU E2SC,New-Jersey,"(40.7128, -74.0060)",4
Helen,51,Designer,44634,CAMARO A1BC COUPE,Hawaii,"(33.4484, -112.0740)",9
Jack,30,Chef,82817,PICKUP-E BEV BT1FG,Indiana,"(34.0522, -118.2437)",0
Frank,60,Lieutenant,371327,ENCLAVE C1YB,Hawaii,"(42.3601, -71.0589)",4
Jack,25,Doctor,232176,SILVERADO T1CCH HD CREW,Alaska,"(37.7749, -122.4194)",8
Frank,39,Mechanic,35319,CAMARO A1AC CONV,Alaska,"(29.7604, -95.3698)",5
Eva,25,Designer,324483,BOLT EUV C121,Texas,"(47.6062, -122.3321)",8
Helen,51,Lieutenant,150042,CAMARO A1AC CONV,Michigan,"(42.3601, -71.0589)",7
Bailie,49,Lieutenant,328798,XT6 C1TL,New-York,"(39.7392, -104.9903)",6
Grace,36,Chef,333517,TRAX-K G1UC,New-Jersey,"(25.7617, -80.1918)",2
Eva,26,Data-Engineer,139571,ENVISION E2UB,Hawaii,"(42.3601, -71.0589)",6
Mattie,26,Driver,94041,TRAVERSE C1YC,Montana,"(33.4484, -112.0740)",5
David,45,Accountant,332964,MALIBU E2SC,Massachusetts,"(47.6062, -122.3321)",7
Alice,40,Nurse,135909,SUBURBAN T1YCF,Alaska,"(25.7617, -80.1918)",4
Helen,50,Diesil-Mechanic,271045,TRAX-K G1UC,Indiana,"(34.0522, -118.2437)",6
Charlie,51,Doctor,258711,COLORADO 31XCN,New-Mexico,"(42.3601, -71.0589)",7
Eva,52,Doctor,371126,EQUINOX D2UC,New-Jersey,"(39.7392, -104.9903)",6
Eva,22,Lawyer,180507,EQUINOX D2UC,Michigan,"(41.8781, -87.6298)",4
Ivy,56,Accountant,354009,SIERRA T1EGH HD DBL,New-Hampshire,"(42.3601, -71.0589)",2
Garrett,31,Software-Developer,35584,EQUINOX D2UC,New-York,"(29.7604, -95.3698)",2
Max,55,Engineer,262945,ACADIA C1UG,New-York,"(29.7604, -95.3698)",5
Frank,26,Data-Engineer,449591,SIERRA T1CGF LD CREW,Washington,"(33.4484, -112.0740)",9
Frank,47,Lieutenant,76022,CANYON 31CG2,Texas,"(42.3601, -71.0589)",7
Max,47,Driver,361215,COLORADO 31CC2,Maine,"(42.3601, -71.0589)",0
Ivy,54,Chef,428962,ENVISION E2UB,Illinois,"(47.6062, -122.3321)",9
Frank,20,Teacher,441661,SIERRA T1CGH HD CREW,Wyoming,"(42.3601, -71.0589)",3
Alice,46,Chef,433180,CANYON 31XGN,New-Jersey,"(33.4484, -112.0740)",1
Levi,41,Chef,423520,XT6 C1TL,New-Jersey,"(40.7128, -74.0060)",2
Bailie,27,Mechanic,259401,YUKON XL T1YGF,Massachusetts,"(25.7617, -80.1918)",1
Charlie,49,Diesil-Mechanic,94520,LYRIQ L233,Hawaii,"(29.7604, -95.3698)",6
Alice,35,Engineer,139888,CORVETTE Y200,Arizona,"(40.7128, -74.0060)",1
Frank,48,Artist,82106,EXPRESS VAN 610,Maine,"(42.3601, -71.0589)",1
David,57,Teacher,44162,ENCORE G1UB,Michigan,"(40.7128, -74.0060)",1
Levi,45,Police-Officer,212029,ENCLAVE C1YB,New-York,"(42.3601, -71.0589)",0
Bob,30,Nurse,193536,CANYON 31CG2,Arizona,"(37.7749, -122.4194)",9
Helen,53,Diesil-Mechanic,116462,ENVISION E2UB,Texas,"(47.6062, -122.3321)",6
Garrett,54,Diesil-Mechanic,64608,CAMARO A1AC CONV,Wyoming,"(42.3601, -71.0589)",5
Charlie,46,Designer,446201,ENCORE G1UB,Washington,"(33.4484, -112.0740)",2
Bailie,55,Designer,145296,TRAILBLAZER 9BYC,Michigan,"(41.8781, -87.6298)",5
Levi,60,Chef,220052,TAHOE T1UCF,Oregon,"(42.3601, -71.0589)",2
Eva,55,Driver,312673,LCF GAS-US I-700N,New-Jersey,"(47.6062, -122.3321)",5
Bailie,39,Lieutenant,333146,SILVERADO T1RCH HD REG,Arizona,"(25.7617, -80.1918)",4
Eva,52,Driver,76699,SILVERADO T1CCH HD CREW,New-Hampshire,"(40.7128, -74.0060)",1
Eva,37,Accountant,32507,CORVETTE Y200,Montana,"(40.7128, -74.0060)",7
Jack,57,Driver,376631,CAMARO A1AC CONV,Texas,"(39.7392, -104.9903)",1
Mattie,42,Accountant,386817,SILVERADO T1ECH HD DBL,New-Hampshire,"(41.8781, -87.6298)",7
Max,58,Accountant,131600,ESCALADE T1ULF,Indiana,"(40.7128, -74.0060)",7
Charlie,55,Police-Officer,309008,LCF 6500XD I-700N,New-Hampshire,"(34.0522, -118.2437)",7
Helen,53,Data-Scientist,443609,YUKON T1UGF,Montana,"(39.7392, -104.9903)",7
Max,25,Lieutenant,76602,XT5 C1UL,Indiana,"(41.8781, -87.6298)",5
Grace,27,Lieutenant,158842,PICKUP-E BEV BT1FG,Massachusetts,"(37.7749, -122.4194)",4
Frank,42,Nurse,270861,CT5 A2LL,Illinois,"(34.0522, -118.2437)",3
Charlie,45,Doctor,449062,LCF 6500XD I-700N,Alaska,"(37.7749, -122.4194)",6
Grace,35,Data-Scientist,132816,COLORADO 31XCN,Wyoming,"(33.4484, -112.0740)",3
Mattie,32,Chef,272171,ENCORE GX 9BUB,Montana,"(37.7749, -122.4194)",4
Garrett,29,Software-Developer,98695,ESCALADE T1ULF,Alaska,"(39.7392, -104.9903)",1
David,60,Data-Scientist,171518,EQUINOX D2UC,New-Hampshire,"(40.7128, -74.0060)",9
Garrett,53,Mechanic,159404,AV A110,Wyoming,"(41.8781, -87.6298)",2
Frank,31,Driver,298031,XT6 C1TL,Texas,"(39.7392, -104.9903)",3
Helen,28,Data-Scientist,299083,LCF 6500XD I-700N,New-York,"(29.7604, -95.3698)",8
Eva,41,Nurse,410652,SIERRA T1EGF LD DBL,Texas,"(34.0522, -118.2437)",7
Max,57,Artist,326012,ENVISION E2UB,Arizona,"(41.8781, -87.6298)",5
Levi,59,Engineer,334888,ACADIA C1UG,Wyoming,"(39.7392, -104.9903)",0
Alice,59,Lieutenant,342396,COLORADO 31CC2,Alaska,"(25.7617, -80.1918)",1
Mattie,24,Lawyer,420382,SILVERADO T1ECF LD DBL,Indiana,"(40.7128, -74.0060)",4
Alice,25,Police-Officer,229979,COLORADO 31XCN,Texas,"(25.7617, -80.1918)",1
Garrett,22,Designer,227569,CELESTIQ L246,Hawaii,"(39.7392, -104.9903)",2
Eva,22,Police-Officer,398142,SAVANA VAN 610,New-Jersey,"(34.0522, -118.2437)",7
Bob,36,Accountant,377239,XT4 E2UL,Massachusetts,"(29.7604, -95.3698)",0
Alice,25,Accountant,131967,EQUINOX D2UC,New-Jersey,"(39.7392, -104.9903)",5
Frank,29,Lieutenant,164668,SPARK M2JC,Arizona,"(41.8781, -87.6298)",1
Levi,35,Nurse,389025,SUBURBAN T1YCF,Alaska,"(34.0522, -118.2437)",7
Jack,50,Police-Officer,257768,ENCORE GX 9BUB,Indiana,"(33.4484, -112.0740)",9
Max,38,Designer,249243,SIERRA T1EGH HD DBL,Alaska,"(47.6062, -122.3321)",6
Levi,54,Data-Scientist,46898,TRAVERSE C1YC2,Montana,"(33.4484, -112.0740)",6
David,44,Doctor,364254,BOLT C110,New-York,"(39.7392, -104.9903)",6
Bailie,30,Chef,128791,ENCLAVE C1YB,Michigan,"(39.7392, -104.9903)",3
Charlie,20,Nurse,433734,SILVERADO T1RCF LD REG,New-Jersey,"(29.7604, -95.3698)",7
Bailie,59,Artist,39623,CAMARO A1AC CONV,New-Mexico,"(37.7749, -122.4194)",1
Frank,45,Lieutenant,146910,ESCALADE ESV T1YLF,Wyoming,"(47.6062, -122.3321)",4
Grace,43,Doctor,150634,CAMARO A1AC CONV,Indiana,"(34.0522, -118.2437)",2
David,57,Data-Scientist,355520,ENCLAVE C1YB,Hawaii,"(33.4484, -112.0740)",5
Alice,21,Artist,427876,TRAVERSE C1YC2,Arizona,"(37.7749, -122.4194)",7
Frank,56,Software-Developer,279512,SILVERADO T1CCH HD CREW,New-Mexico,"(40.7128, -74.0060)",7
Mattie,45,Police-Officer,307920,CAMARO A1BC COUPE,New-Mexico,"(25.7617, -80.1918)",0
Bailie,30,Mechanic,107549,AV A110,New-Mexico,"(29.7604, -95.3698)",9
Garrett,22,Driver,145233,CT4 A2SL,New-Mexico,"(29.7604, -95.3698)",9
Helen,40,Designer,294394,CT4 A2SL,Alaska,"(41.8781, -87.6298)",6
Grace,27,Lieutenant,132046,SIERRA T1EGF LD DBL,Hawaii,"(37.7749, -122.4194)",7
Max,47,Accountant,112667,SIERRA T1EGF LD DBL,Texas,"(40.7128, -74.0060)",5
Helen,44,Lieutenant,262425,SUBURBAN T1YCF,Montana,"(37.7749, -122.4194)",2
Bailie,59,Driver,295545,SIERRA T1CGH HD CREW,Hawaii,"(37.7749, -122.4194)",1
Mattie,53,Teacher,317258,COLORADO 31CC2,Michigan,"(47.6062, -122.3321)",0
Charlie,39,Accountant,276073,BLAZER EV C234,Alaska,"(40.7128, -74.0060)",3
Mattie,40,Designer,410850,PICKUP-E BEV BT1FG,Montana,"(40.7128, -74.0060)",0
Jack,26,Teacher,108723,COLORADO 31CC2,Alaska,"(34.0522, -118.2437)",0
Max,59,Lieutenant,212401,BLAZER C1UC,Texas,"(37.7749, -122.4194)",2
Frank,36,Mechanic,118457,COLORADO 31CC2,Illinois,"(47.6062, -122.3321)",4
Bailie,40,Designer,174113,BOLT EUV C121,Indiana,"(42.3601, -71.0589)",9
Ivy,27,Diesil-Mechanic,150943,SILVERADO 4500/5500,Maine,"(41.8781, -87.6298)",2
Ivy,27,Artist,186564,COLORADO 31CC2,Massachusetts,"(34.0522, -118.2437)",5
Max,42,Lieutenant,348767,SILVERADO T1ECF LD DBL,New-York,"(29.7604, -95.3698)",7
Frank,41,Mechanic,130623,CELESTIQ L246,Alaska,"(39.7392, -104.9903)",6
Alice,26,Lawyer,151401,SILVERADO EV BT1CC,Alaska,"(33.4484, -112.0740)",9
Alice,50,Lieutenant,343596,HUM BEV BT1UG,Michigan,"(42.3601, -71.0589)",0
Frank,46,Driver,61055,SIERRA T1CGF LD CREW,Wyoming,"(33.4484, -112.0740)",6
Eva,60,Nurse,349103,SILVERADO T1CCF LD CREW,Texas,"(41.8781, -87.6298)",6
Garrett,28,Mechanic,106131,EXPRESS VAN 610,Alaska,"(29.7604, -95.3698)",7
Bob,43,Artist,446096,BLAZER C1UC,Indiana,"(33.4484, -112.0740)",1
Bailie,48,Data-Scientist,338085,BLAZER C1UC,Alaska,"(47.6062, -122.3321)",6
Grace,29,Data-Scientist,358666,CORVETTE Y200,Montana,"(40.7128, -74.0060)",3
Levi,54,Teacher,121353,SILVERADO T1CCH HD CREW,Wyoming,"(47.6062, -122.3321)",3
Frank,22,Chef,136560,ESCALADE ESV T1YLF,Maine,"(29.7604, -95.3698)",6
Ivy,54,Designer,292649,ACADIA C1UG,Oregon,"(25.7617, -80.1918)",1
Bob,22,Artist,207607,CT5 A2LL,Indiana,"(25.7617, -80.1918)",9
Frank,34,Mechanic,302688,ENCORE GX 9BUB,Indiana,"(37.7749, -122.4194)",0
Ivy,53,Teacher,342682,SPARK M2JC,New-Hampshire,"(37.7749, -122.4194)",0
Frank,31,Nurse,42604,ENCORE GX 9BUB,Alaska,"(34.0522, -118.2437)",5
Helen,44,Lieutenant,291126,TRAX-K G1UC,Massachusetts,"(34.0522, -118.2437)",0
Alice,51,Artist,349140,SIERRA T1RGF LD REG,Oregon,"(37.7749, -122.4194)",0
Grace,44,Driver,143334,TRAVERSE C1YC,Michigan,"(47.6062, -122.3321)",3
Bailie,34,Teacher,272382,SUBURBAN T1YCF,Montana,"(25.7617, -80.1918)",5
Jack,21,Driver,362325,TRAX 9BQC1,Michigan,"(37.7749, -122.4194)",8
Max,24,Designer,135334,SIERRA T1CGF LD CREW,Arizona,"(39.7392, -104.9903)",2
Alice,39,Doctor,46865,TRAX 9BQC1,New-Mexico,"(37.7749, -122.4194)",7
David,44,Diesil-Mechanic,214458,TERRAIN D2UG,Massachusetts,"(29.7604, -95.3698)",1
Jack,51,Nurse,293259,EXPRESS VAN 610,Massachusetts,"(34.0522, -118.2437)",1
Alice,31,Accountant,54645,ENCORE G1UB,New-York,"(42.3601, -71.0589)",0
David,43,Lawyer,242931,HUM BEV BT1UG,Illinois,"(39.7392, -104.9903)",3
Alice,42,Accountant,103361,HUM BEV BT1UG,Hawaii,"(39.7392, -104.9903)",3
Bailie,41,Artist,398899,ACADIA C1UG,Indiana,"(34.0522, -118.2437)",3
Ivy,25,Chef,167155,SILVERADO EV BT1CC,New-Mexico,"(37.7749, -122.4194)",8
Mattie,48,Chef,372997,ENCLAVE C1YB,Illinois,"(40.7128, -74.0060)",2
Garrett,37,Software-Developer,225246,ENCORE G1UB,Michigan,"(39.7392, -104.9903)",4
Garrett,47,Software-Developer,203759,LYRIQ L233,New-Mexico,"(29.7604, -95.3698)",2
Grace,37,Data-Engineer,53131,ENVISION E2UB,New-Jersey,"(29.7604, -95.3698)",2
Charlie,52,Designer,335809,LYRIQ L233,Alaska,"(39.7392, -104.9903)",9
Charlie,58,Data-Scientist,41272,XT5 C1UL,Texas,"(42.3601, -71.0589)",9
Bob,29,Police-Officer,322876,CELESTIQ L246,New-Hampshire,"(39.7392, -104.9903)",4
Grace,53,Artist,412216,ACADIA C1UG,Montana,"(42.3601, -71.0589)",7
Bob,30,Chef,140303,CT4 A2SL,Indiana,"(25.7617, -80.1918)",6
Eva,40,Chef,325457,LCF DSL-JP I-700N,Oregon,"(33.4484, -112.0740)",9
Bob,37,Doctor,190429,SIERRA T1CGH HD CREW,Alaska,"(37.7749, -122.4194)",2
Ivy,47,Engineer,85068,CANYON 31XGN,Michigan,"(40.7128, -74.0060)",4
